,Unnamed: 0,location,capital,lat,lon,year,month,new_cases,date,richter
2203,2203,Cuba,Havana,23.08,-82.22,2023,8,210,8/1/2023,3
2204,2204,Cuba,Havana,23.08,-82.22,2023,9,210,9/1/2023,3
2205,2205,Cuba,Havana,23.08,-82.22,2023,10,210,10/1/2023,3
2206,2206,Cuba,Havana,23.08,-82.22,2023,11,210,11/1/2023,3
2207,2207,Cuba,Havana,23.08,-82.22,2023,12,210,12/1/2023,3
2208,2208,Cyprus,Nicosia,35.1,33.25,2020,1,210,1/1/2020,4
2209,2209,Cyprus,Nicosia,35.1,33.25,2020,2,210,2/1/2020,4
2210,2210,Cyprus,Nicosia,35.1,33.25,2020,3,210,3/1/2020,4
2211,2211,Cyprus,Nicosia,35.1,33.25,2020,4,210,4/1/2020,4
2212,2212,Cyprus,Nicosia,35.1,33.25,2020,5,210,5/1/2020,4
2213,2213,Cyprus,Nicosia,35.1,33.25,2020,6,210,6/1/2020,4
2214,2214,Cyprus,Nicosia,35.1,33.25,2020,7,210,7/1/2020,4
2215,2215,Cyprus,Nicosia,35.1,33.25,2020,8,210,8/1/2020,5
2216,2216,Cyprus,Nicosia,35.1,33.25,2020,9,210,9/1/2020,4
2217,2217,Cyprus,Nicosia,35.1,33.25,2020,10,210,10/1/2020,5
2218,2218,Cyprus,Nicosia,35.1,33.25,2020,11,220,11/1/2020,5
2219,2219,Cyprus,Nicosia,35.1,33.25,2020,12,220,12/1/2020,5
2220,2220,Cyprus,Nicosia,35.1,33.25,2021,1,220,1/1/2021,5
2221,2221,Cyprus,Nicosia,35.1,33.25,2021,2,220,2/1/2021,5
2222,2222,Cyprus,Nicosia,35.1,33.25,2021,3,220,3/1/2021,6
2223,2223,Cyprus,Nicosia,35.1,33.25,2021,4,220,4/1/2021,6
2224,2224,Cyprus,Nicosia,35.1,33.25,2021,5,220,5/1/2021,5
2225,2225,Cyprus,Nicosia,35.1,33.25,2021,6,220,6/1/2021,5
2226,2226,Cyprus,Nicosia,35.1,33.25,2021,7,220,7/1/2021,6
2227,2227,Cyprus,Nicosia,35.1,33.25,2021,8,220,8/1/2021,6
2228,2228,Cyprus,Nicosia,35.1,33.25,2021,9,220,9/1/2021,5
2229,2229,Cyprus,Nicosia,35.1,33.25,2021,10,220,10/1/2021,5
2230,2230,Cyprus,Nicosia,35.1,33.25,2021,11,220,11/1/2021,6
2231,2231,Cyprus,Nicosia,35.1,33.25,2021,12,230,12/1/2021,6
2232,2232,Cyprus,Nicosia,35.1,33.25,2022,1,230,1/1/2022,6
2233,2233,Cyprus,Nicosia,35.1,33.25,2022,2,230,2/1/2022,6
2234,2234,Cyprus,Nicosia,35.1,33.25,2022,3,230,3/1/2022,6
2235,2235,Cyprus,Nicosia,35.1,33.25,2022,4,230,4/1/2022,6
2236,2236,Cyprus,Nicosia,35.1,33.25,2022,5,230,5/1/2022,6
2237,2237,Cyprus,Nicosia,35.1,33.25,2022,6,230,6/1/2022,6
2238,2238,Cyprus,Nicosia,35.1,33.25,2022,7,230,7/1/2022,6
2239,2239,Cyprus,Nicosia,35.1,33.25,2022,8,240,8/1/2022,6
2240,2240,Cyprus,Nicosia,35.1,33.25,2022,9,240,9/1/2022,6
2241,2241,Cyprus,Nicosia,35.1,33.25,2022,10,240,10/1/2022,6
2242,2242,Cyprus,Nicosia,35.1,33.25,2022,11,240,11/1/2022,6
2243,2243,Cyprus,Nicosia,35.1,33.25,2022,12,240,12/1/2022,6
2244,2244,Cyprus,Nicosia,35.1,33.25,2023,1,240,1/1/2023,5
2245,2245,Cyprus,Nicosia,35.1,33.25,2023,2,240,2/1/2023,5
2246,2246,Cyprus,Nicosia,35.1,33.25,2023,3,240,3/1/2023,5
2247,2247,Cyprus,Nicosia,35.1,33.25,2023,4,240,4/1/2023,0
2248,2248,Cyprus,Nicosia,35.1,33.25,2023,5,240,5/1/2023,0
2249,2249,Cyprus,Nicosia,35.1,33.25,2023,6,240,6/1/2023,5
2250,2250,Cyprus,Nicosia,35.1,33.25,2023,7,250,7/1/2023,0
2251,2251,Cyprus,Nicosia,35.1,33.25,2023,8,250,8/1/2023,0
2252,2252,Cyprus,Nicosia,35.1,33.25,2023,9,250,9/1/2023,0
2253,2253,Cyprus,Nicosia,35.1,33.25,2023,10,250,10/1/2023,5
2254,2254,Cyprus,Nicosia,35.1,33.25,2023,11,250,11/1/2023,0
2255,2255,Cyprus,Nicosia,35.1,33.25,2023,12,250,12/1/2023,0
2256,2256,Czechia,Prague,50.05,14.22,2020,1,250,1/1/2020,6
2257,2257,Czechia,Prague,50.05,14.22,2020,2,250,2/1/2020,6
2258,2258,Czechia,Prague,50.05,14.22,2020,3,250,3/1/2020,6
2259,2259,Czechia,Prague,50.05,14.22,2020,4,250,4/1/2020,6
2260,2260,Czechia,Prague,50.05,14.22,2020,5,250,5/1/2020,6
2261,2261,Czechia,Prague,50.05,14.22,2020,6,250,6/1/2020,6
2262,2262,Czechia,Prague,50.05,14.22,2020,7,250,7/1/2020,6
2263,2263,Czechia,Prague,50.05,14.22,2020,8,260,8/1/2020,6
2264,2264,Czechia,Prague,50.05,14.22,2020,9,260,9/1/2020,6
2265,2265,Czechia,Prague,50.05,14.22,2020,10,260,10/1/2020,7
2266,2266,Czechia,Prague,50.05,14.22,2020,11,260,11/1/2020,6
2267,2267,Czechia,Prague,50.05,14.22,2020,12,260,12/1/2020,7
2268,2268,Czechia,Prague,50.05,14.22,2021,1,260,1/1/2021,7
2269,2269,Czechia,Prague,50.05,14.22,2021,2,260,2/1/2021,7
2270,2270,Czechia,Prague,50.05,14.22,2021,3,260,3/1/2021,7
2271,2271,Czechia,Prague,50.05,14.22,2021,4,270,4/1/2021,7
2272,2272,Czechia,Prague,50.05,14.22,2021,5,270,5/1/2021,6
2273,2273,Czechia,Prague,50.05,14.22,2021,6,270,6/1/2021,6
2274,2274,Czechia,Prague,50.05,14.22,2021,7,270,7/1/2021,6
2275,2275,Czechia,Prague,50.05,14.22,2021,8,270,8/1/2021,6
2276,2276,Czechia,Prague,50.05,14.22,2021,9,270,9/1/2021,6
2277,2277,Czechia,Prague,50.05,14.22,2021,10,270,10/1/2021,7
2278,2278,Czechia,Prague,50.05,14.22,2021,11,270,11/1/2021,7
2279,2279,Czechia,Prague,50.05,14.22,2021,12,270,12/1/2021,7
2280,2280,Czechia,Prague,50.05,14.22,2022,1,270,1/1/2022,7
2281,2281,Czechia,Prague,50.05,14.22,2022,2,270,2/1/2022,7
2282,2282,Czechia,Prague,50.05,14.22,2022,3,270,3/1/2022,7
2283,2283,Czechia,Prague,50.05,14.22,2022,4,270,4/1/2022,7
2284,2284,Czechia,Prague,50.05,14.22,2022,5,280,5/1/2022,6
2285,2285,Czechia,Prague,50.05,14.22,2022,6,280,6/1/2022,6
2286,2286,Czechia,Prague,50.05,14.22,2022,7,280,7/1/2022,6
2287,2287,Czechia,Prague,50.05,14.22,2022,8,280,8/1/2022,7
2288,2288,Czechia,Prague,50.05,14.22,2022,9,280,9/1/2022,7
2289,2289,Czechia,Prague,50.05,14.22,2022,10,280,10/1/2022,7
2290,2290,Czechia,Prague,50.05,14.22,2022,11,280,11/1/2022,7
2291,2291,Czechia,Prague,50.05,14.22,2022,12,280,12/1/2022,6
2292,2292,Czechia,Prague,50.05,14.22,2023,1,280,1/1/2023,5
2293,2293,Czechia,Prague,50.05,14.22,2023,2,280,2/1/2023,6
2294,2294,Czechia,Prague,50.05,14.22,2023,3,280,3/1/2023,5
2295,2295,Czechia,Prague,50.05,14.22,2023,4,280,4/1/2023,5
2296,2296,Czechia,Prague,50.05,14.22,2023,5,290,5/1/2023,4
2297,2297,Czechia,Prague,50.05,14.22,2023,6,290,6/1/2023,4
2298,2298,Czechia,Prague,50.05,14.22,2023,7,290,7/1/2023,5
2299,2299,Czechia,Prague,50.05,14.22,2023,8,290,8/1/2023,4
2300,2300,Czechia,Prague,50.05,14.22,2023,9,290,9/1/2023,4
2301,2301,Czechia,Prague,50.05,14.22,2023,10,300,10/1/2023,5
2302,2302,Czechia,Prague,50.05,14.22,2023,11,300,11/1/2023,5
2303,2303,Czechia,Prague,50.05,14.22,2023,12,300,12/1/2023,4
2304,2304,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,1,300,1/1/2020,4
2305,2305,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,2,300,2/1/2020,4
2306,2306,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,3,300,3/1/2020,4
2307,2307,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,4,300,4/1/2020,4
2308,2308,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,5,300,5/1/2020,5
2309,2309,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,6,300,6/1/2020,5
2310,2310,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,7,300,7/1/2020,5
2311,2311,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,8,300,8/1/2020,5
2312,2312,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,9,300,9/1/2020,5
2313,2313,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,10,310,10/1/2020,4
2314,2314,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,11,310,11/1/2020,5
2315,2315,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2020,12,310,12/1/2020,5
2316,2316,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,1,310,1/1/2021,5
2317,2317,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,2,310,2/1/2021,5
2318,2318,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,3,310,3/1/2021,5
2319,2319,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,4,310,4/1/2021,5
2320,2320,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,5,310,5/1/2021,5
2321,2321,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,6,310,6/1/2021,5
2322,2322,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,7,310,7/1/2021,5
2323,2323,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,8,310,8/1/2021,5
2324,2324,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,9,320,9/1/2021,5
2325,2325,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,10,320,10/1/2021,5
2326,2326,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,11,320,11/1/2021,5
2327,2327,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2021,12,320,12/1/2021,6
2328,2328,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,1,320,1/1/2022,5
2329,2329,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,2,320,2/1/2022,5
2330,2330,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,3,320,3/1/2022,4
2331,2331,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,4,320,4/1/2022,5
2332,2332,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,5,320,5/1/2022,5
2333,2333,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,6,320,6/1/2022,5
2334,2334,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,7,320,7/1/2022,4
2335,2335,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,8,320,8/1/2022,4
2336,2336,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,9,320,9/1/2022,4
2337,2337,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,10,320,10/1/2022,5
2338,2338,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,11,320,11/1/2022,5
2339,2339,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2022,12,330,12/1/2022,4
2340,2340,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,1,330,1/1/2023,4
2341,2341,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,2,330,2/1/2023,3
2342,2342,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,3,330,3/1/2023,0
2343,2343,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,4,330,4/1/2023,0
2344,2344,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,5,330,5/1/2023,0
2345,2345,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,6,330,6/1/2023,3
2346,2346,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,7,330,7/1/2023,0
2347,2347,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,8,330,8/1/2023,0
2348,2348,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,9,330,9/1/2023,0
2349,2349,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,10,340,10/1/2023,0
2350,2350,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,11,340,11/1/2023,0
2351,2351,Democratic Republic of Congo,Kinshasa,-4.2,15.15,2023,12,340,12/1/2023,0
2352,2352,Denmark,Copenhagen,55.41,12.34,2020,1,340,1/1/2020,5
2353,2353,Denmark,Copenhagen,55.41,12.34,2020,2,340,2/1/2020,5
2354,2354,Denmark,Copenhagen,55.41,12.34,2020,3,340,3/1/2020,5
2355,2355,Denmark,Copenhagen,55.41,12.34,2020,4,340,4/1/2020,5
2356,2356,Denmark,Copenhagen,55.41,12.34,2020,5,340,5/1/2020,5
2357,2357,Denmark,Copenhagen,55.41,12.34,2020,6,340,6/1/2020,5
2358,2358,Denmark,Copenhagen,55.41,12.34,2020,7,350,7/1/2020,5
2359,2359,Denmark,Copenhagen,55.41,12.34,2020,8,350,8/1/2020,5
2360,2360,Denmark,Copenhagen,55.41,12.34,2020,9,350,9/1/2020,6
2361,2361,Denmark,Copenhagen,55.41,12.34,2020,10,350,10/1/2020,6
2362,2362,Denmark,Copenhagen,55.41,12.34,2020,11,350,11/1/2020,6
2363,2363,Denmark,Copenhagen,55.41,12.34,2020,12,350,12/1/2020,6
2364,2364,Denmark,Copenhagen,55.41,12.34,2021,1,350,1/1/2021,6
2365,2365,Denmark,Copenhagen,55.41,12.34,2021,2,350,2/1/2021,6
2366,2366,Denmark,Copenhagen,55.41,12.34,2021,3,350,3/1/2021,6
2367,2367,Denmark,Copenhagen,55.41,12.34,2021,4,360,4/1/2021,6
2368,2368,Denmark,Copenhagen,55.41,12.34,2021,5,360,5/1/2021,6
2369,2369,Denmark,Copenhagen,55.41,12.34,2021,6,360,6/1/2021,6
2370,2370,Denmark,Copenhagen,55.41,12.34,2021,7,360,7/1/2021,6
2371,2371,Denmark,Copenhagen,55.41,12.34,2021,8,360,8/1/2021,6
2372,2372,Denmark,Copenhagen,55.41,12.34,2021,9,360,9/1/2021,6
2373,2373,Denmark,Copenhagen,55.41,12.34,2021,10,370,10/1/2021,6
2374,2374,Denmark,Copenhagen,55.41,12.34,2021,11,370,11/1/2021,6
2375,2375,Denmark,Copenhagen,55.41,12.34,2021,12,370,12/1/2021,7
2376,2376,Denmark,Copenhagen,55.41,12.34,2022,1,370,1/1/2022,7
2377,2377,Denmark,Copenhagen,55.41,12.34,2022,2,370,2/1/2022,7
2378,2378,Denmark,Copenhagen,55.41,12.34,2022,3,370,3/1/2022,7
2379,2379,Denmark,Copenhagen,55.41,12.34,2022,4,370,4/1/2022,7
2380,2380,Denmark,Copenhagen,55.41,12.34,2022,5,370,5/1/2022,7
2381,2381,Denmark,Copenhagen,55.41,12.34,2022,6,370,6/1/2022,7
2382,2382,Denmark,Copenhagen,55.41,12.34,2022,7,380,7/1/2022,7
2383,2383,Denmark,Copenhagen,55.41,12.34,2022,8,380,8/1/2022,7
2384,2384,Denmark,Copenhagen,55.41,12.34,2022,9,380,9/1/2022,7
2385,2385,Denmark,Copenhagen,55.41,12.34,2022,10,380,10/1/2022,7
2386,2386,Denmark,Copenhagen,55.41,12.34,2022,11,380,11/1/2022,7
2387,2387,Denmark,Copenhagen,55.41,12.34,2022,12,380,12/1/2022,7
2388,2388,Denmark,Copenhagen,55.41,12.34,2023,1,380,1/1/2023,5
2389,2389,Denmark,Copenhagen,55.41,12.34,2023,2,380,2/1/2023,5
2390,2390,Denmark,Copenhagen,55.41,12.34,2023,3,390,3/1/2023,5
2391,2391,Denmark,Copenhagen,55.41,12.34,2023,4,390,4/1/2023,4
2392,2392,Denmark,Copenhagen,55.41,12.34,2023,5,390,5/1/2023,4
2393,2393,Denmark,Copenhagen,55.41,12.34,2023,6,390,6/1/2023,4
2394,2394,Denmark,Copenhagen,55.41,12.34,2023,7,390,7/1/2023,4
2395,2395,Denmark,Copenhagen,55.41,12.34,2023,8,390,8/1/2023,4
2396,2396,Denmark,Copenhagen,55.41,12.34,2023,9,390,9/1/2023,5
2397,2397,Denmark,Copenhagen,55.41,12.34,2023,10,400,10/1/2023,4
2398,2398,Denmark,Copenhagen,55.41,12.34,2023,11,400,11/1/2023,4
2399,2399,Denmark,Copenhagen,55.41,12.34,2023,12,400,12/1/2023,4
2400,2400,Djibouti,Djibouti,11.08,42.2,2020,1,400,1/1/2020,4
2401,2401,Djibouti,Djibouti,11.08,42.2,2020,2,400,2/1/2020,4
2402,2402,Djibouti,Djibouti,11.08,42.2,2020,3,400,3/1/2020,4
2403,2403,Djibouti,Djibouti,11.08,42.2,2020,4,400,4/1/2020,5
2404,2404,Djibouti,Djibouti,11.08,42.2,2020,5,400,5/1/2020,5
2405,2405,Djibouti,Djibouti,11.08,42.2,2020,6,400,6/1/2020,4
2406,2406,Djibouti,Djibouti,11.08,42.2,2020,7,400,7/1/2020,4
2407,2407,Djibouti,Djibouti,11.08,42.2,2020,8,400,8/1/2020,4
2408,2408,Djibouti,Djibouti,11.08,42.2,2020,9,410,9/1/2020,4
2409,2409,Djibouti,Djibouti,11.08,42.2,2020,10,410,10/1/2020,4
2410,2410,Djibouti,Djibouti,11.08,42.2,2020,11,410,11/1/2020,4
2411,2411,Djibouti,Djibouti,11.08,42.2,2020,12,410,12/1/2020,4
2412,2412,Djibouti,Djibouti,11.08,42.2,2021,1,410,1/1/2021,4
2413,2413,Djibouti,Djibouti,11.08,42.2,2021,2,410,2/1/2021,4
2414,2414,Djibouti,Djibouti,11.08,42.2,2021,3,410,3/1/2021,5
2415,2415,Djibouti,Djibouti,11.08,42.2,2021,4,420,4/1/2021,5
2416,2416,Djibouti,Djibouti,11.08,42.2,2021,5,420,5/1/2021,4
2417,2417,Djibouti,Djibouti,11.08,42.2,2021,6,420,6/1/2021,4
2418,2418,Djibouti,Djibouti,11.08,42.2,2021,7,420,7/1/2021,4
2419,2419,Djibouti,Djibouti,11.08,42.2,2021,8,420,8/1/2021,4
2420,2420,Djibouti,Djibouti,11.08,42.2,2021,9,420,9/1/2021,5
2421,2421,Djibouti,Djibouti,11.08,42.2,2021,10,430,10/1/2021,4
2422,2422,Djibouti,Djibouti,11.08,42.2,2021,11,430,11/1/2021,4
2423,2423,Djibouti,Djibouti,11.08,42.2,2021,12,430,12/1/2021,4
2424,2424,Djibouti,Djibouti,11.08,42.2,2022,1,430,1/1/2022,4
2425,2425,Djibouti,Djibouti,11.08,42.2,2022,2,430,2/1/2022,3
2426,2426,Djibouti,Djibouti,11.08,42.2,2022,3,440,3/1/2022,3
2427,2427,Djibouti,Djibouti,11.08,42.2,2022,4,440,4/1/2022,3
2428,2428,Djibouti,Djibouti,11.08,42.2,2022,5,440,5/1/2022,4
2429,2429,Djibouti,Djibouti,11.08,42.2,2022,6,440,6/1/2022,4
2430,2430,Djibouti,Djibouti,11.08,42.2,2022,7,440,7/1/2022,4
2431,2431,Djibouti,Djibouti,11.08,42.2,2022,8,440,8/1/2022,3
2432,2432,Djibouti,Djibouti,11.08,42.2,2022,9,440,9/1/2022,4
2433,2433,Djibouti,Djibouti,11.08,42.2,2022,10,450,10/1/2022,4
2434,2434,Djibouti,Djibouti,11.08,42.2,2022,11,450,11/1/2022,4
2435,2435,Djibouti,Djibouti,11.08,42.2,2022,12,450,12/1/2022,4
2436,2436,Djibouti,Djibouti,11.08,42.2,2023,1,450,1/1/2023,0
2437,2437,Djibouti,Djibouti,11.08,42.2,2023,2,450,2/1/2023,0
2438,2438,Djibouti,Djibouti,11.08,42.2,2023,3,450,3/1/2023,0
2439,2439,Djibouti,Djibouti,11.08,42.2,2023,4,450,4/1/2023,0
2440,2440,Djibouti,Djibouti,11.08,42.2,2023,5,460,5/1/2023,0
2441,2441,Djibouti,Djibouti,11.08,42.2,2023,6,460,6/1/2023,0
2442,2442,Djibouti,Djibouti,11.08,42.2,2023,7,460,7/1/2023,0
2443,2443,Djibouti,Djibouti,11.08,42.2,2023,8,460,8/1/2023,0
2444,2444,Djibouti,Djibouti,11.08,42.2,2023,9,460,9/1/2023,0
2445,2445,Djibouti,Djibouti,11.08,42.2,2023,10,460,10/1/2023,0
2446,2446,Djibouti,Djibouti,11.08,42.2,2023,11,460,11/1/2023,0
2447,2447,Djibouti,Djibouti,11.08,42.2,2023,12,460,12/1/2023,0
2448,2448,Dominica,Roseau,15.2,-61.24,2020,1,460,1/1/2020,2
2449,2449,Dominica,Roseau,15.2,-61.24,2020,2,460,2/1/2020,2
2450,2450,Dominica,Roseau,15.2,-61.24,2020,3,470,3/1/2020,3
2451,2451,Dominica,Roseau,15.2,-61.24,2020,4,470,4/1/2020,2
2452,2452,Dominica,Roseau,15.2,-61.24,2020,5,470,5/1/2020,2
2453,2453,Dominica,Roseau,15.2,-61.24,2020,6,470,6/1/2020,2
2454,2454,Dominica,Roseau,15.2,-61.24,2020,7,470,7/1/2020,2
2455,2455,Dominica,Roseau,15.2,-61.24,2020,8,470,8/1/2020,2
2456,2456,Dominica,Roseau,15.2,-61.24,2020,9,470,9/1/2020,2
2457,2457,Dominica,Roseau,15.2,-61.24,2020,10,480,10/1/2020,3
2458,2458,Dominica,Roseau,15.2,-61.24,2020,11,480,11/1/2020,3
2459,2459,Dominica,Roseau,15.2,-61.24,2020,12,480,12/1/2020,2
2460,2460,Dominica,Roseau,15.2,-61.24,2021,1,480,1/1/2021,3
2461,2461,Dominica,Roseau,15.2,-61.24,2021,2,480,2/1/2021,4
2462,2462,Dominica,Roseau,15.2,-61.24,2021,3,480,3/1/2021,3
2463,2463,Dominica,Roseau,15.2,-61.24,2021,4,490,4/1/2021,4
2464,2464,Dominica,Roseau,15.2,-61.24,2021,5,490,5/1/2021,4
2465,2465,Dominica,Roseau,15.2,-61.24,2021,6,490,6/1/2021,4
2466,2466,Dominica,Roseau,15.2,-61.24,2021,7,490,7/1/2021,3
2467,2467,Dominica,Roseau,15.2,-61.24,2021,8,490,8/1/2021,5
2468,2468,Dominica,Roseau,15.2,-61.24,2021,9,490,9/1/2021,5
2469,2469,Dominica,Roseau,15.2,-61.24,2021,10,490,10/1/2021,5
2470,2470,Dominica,Roseau,15.2,-61.24,2021,11,490,11/1/2021,4
2471,2471,Dominica,Roseau,15.2,-61.24,2021,12,490,12/1/2021,4
2472,2472,Dominica,Roseau,15.2,-61.24,2022,1,490,1/1/2022,5
2473,2473,Dominica,Roseau,15.2,-61.24,2022,2,500,2/1/2022,4
2474,2474,Dominica,Roseau,15.2,-61.24,2022,3,500,3/1/2022,4
2475,2475,Dominica,Roseau,15.2,-61.24,2022,4,500,4/1/2022,4
2476,2476,Dominica,Roseau,15.2,-61.24,2022,5,500,5/1/2022,5
2477,2477,Dominica,Roseau,15.2,-61.24,2022,6,500,6/1/2022,4
2478,2478,Dominica,Roseau,15.2,-61.24,2022,7,510,7/1/2022,4
2479,2479,Dominica,Roseau,15.2,-61.24,2022,8,510,8/1/2022,4
2480,2480,Dominica,Roseau,15.2,-61.24,2022,9,510,9/1/2022,5
2481,2481,Dominica,Roseau,15.2,-61.24,2022,10,510,10/1/2022,4
2482,2482,Dominica,Roseau,15.2,-61.24,2022,11,510,11/1/2022,4
2483,2483,Dominica,Roseau,15.2,-61.24,2022,12,510,12/1/2022,4
2484,2484,Dominica,Roseau,15.2,-61.24,2023,1,510,1/1/2023,0
2485,2485,Dominica,Roseau,15.2,-61.24,2023,2,520,2/1/2023,0
2486,2486,Dominica,Roseau,15.2,-61.24,2023,3,520,3/1/2023,0
2487,2487,Dominica,Roseau,15.2,-61.24,2023,4,520,4/1/2023,0
2488,2488,Dominica,Roseau,15.2,-61.24,2023,5,520,5/1/2023,0
2489,2489,Dominica,Roseau,15.2,-61.24,2023,6,520,6/1/2023,0
2490,2490,Dominica,Roseau,15.2,-61.24,2023,7,520,7/1/2023,0
2491,2491,Dominica,Roseau,15.2,-61.24,2023,8,520,8/1/2023,0
2492,2492,Dominica,Roseau,15.2,-61.24,2023,9,520,9/1/2023,0
2493,2493,Dominica,Roseau,15.2,-61.24,2023,10,530,10/1/2023,0
2494,2494,Dominica,Roseau,15.2,-61.24,2023,11,530,11/1/2023,0
2495,2495,Dominica,Roseau,15.2,-61.24,2023,12,530,12/1/2023,0
2496,2496,Dominican Republic,Santo Domingo,18.3,-69.59,2020,1,530,1/1/2020,5
2497,2497,Dominican Republic,Santo Domingo,18.3,-69.59,2020,2,530,2/1/2020,5
2498,2498,Dominican Republic,Santo Domingo,18.3,-69.59,2020,3,530,3/1/2020,5
2499,2499,Dominican Republic,Santo Domingo,18.3,-69.59,2020,4,530,4/1/2020,5
2500,2500,Dominican Republic,Santo Domingo,18.3,-69.59,2020,5,530,5/1/2020,6
2501,2501,Dominican Republic,Santo Domingo,18.3,-69.59,2020,6,530,6/1/2020,6
2502,2502,Dominican Republic,Santo Domingo,18.3,-69.59,2020,7,530,7/1/2020,6
2503,2503,Dominican Republic,Santo Domingo,18.3,-69.59,2020,8,540,8/1/2020,6
2504,2504,Dominican Republic,Santo Domingo,18.3,-69.59,2020,9,540,9/1/2020,6
2505,2505,Dominican Republic,Santo Domingo,18.3,-69.59,2020,10,550,10/1/2020,6
2506,2506,Dominican Republic,Santo Domingo,18.3,-69.59,2020,11,550,11/1/2020,6
2507,2507,Dominican Republic,Santo Domingo,18.3,-69.59,2020,12,550,12/1/2020,6
2508,2508,Dominican Republic,Santo Domingo,18.3,-69.59,2021,1,550,1/1/2021,6
2509,2509,Dominican Republic,Santo Domingo,18.3,-69.59,2021,2,550,2/1/2021,6
2510,2510,Dominican Republic,Santo Domingo,18.3,-69.59,2021,3,550,3/1/2021,6
2511,2511,Dominican Republic,Santo Domingo,18.3,-69.59,2021,4,550,4/1/2021,6
2512,2512,Dominican Republic,Santo Domingo,18.3,-69.59,2021,5,560,5/1/2021,6
2513,2513,Dominican Republic,Santo Domingo,18.3,-69.59,2021,6,560,6/1/2021,6
2514,2514,Dominican Republic,Santo Domingo,18.3,-69.59,2021,7,560,7/1/2021,6
2515,2515,Dominican Republic,Santo Domingo,18.3,-69.59,2021,8,560,8/1/2021,6
2516,2516,Dominican Republic,Santo Domingo,18.3,-69.59,2021,9,570,9/1/2021,6
2517,2517,Dominican Republic,Santo Domingo,18.3,-69.59,2021,10,570,10/1/2021,6
2518,2518,Dominican Republic,Santo Domingo,18.3,-69.59,2021,11,570,11/1/2021,6
2519,2519,Dominican Republic,Santo Domingo,18.3,-69.59,2021,12,570,12/1/2021,6
2520,2520,Dominican Republic,Santo Domingo,18.3,-69.59,2022,1,570,1/1/2022,6
2521,2521,Dominican Republic,Santo Domingo,18.3,-69.59,2022,2,570,2/1/2022,5
2522,2522,Dominican Republic,Santo Domingo,18.3,-69.59,2022,3,570,3/1/2022,5
2523,2523,Dominican Republic,Santo Domingo,18.3,-69.59,2022,4,570,4/1/2022,6
2524,2524,Dominican Republic,Santo Domingo,18.3,-69.59,2022,5,570,5/1/2022,6
2525,2525,Dominican Republic,Santo Domingo,18.3,-69.59,2022,6,570,6/1/2022,6
2526,2526,Dominican Republic,Santo Domingo,18.3,-69.59,2022,7,580,7/1/2022,6
